2020-01-11 00:00:00,310000,310100,200966,2,34,33,32,1,1,97.06,25,9,73.53,1,3.03
2020-01-12 00:00:00,310000,310100,201917,2,12,11,11,0,1,91.67,11,1,91.67,0,0.00
2020-01-13 00:00:00,310000,310100,200960,2,17,0,0,0,17,0.00,0,17,0.00,0,0.00
2020-01-11 00:00:00,510000,510100,610471,9,6,6,6,0,0,100.00,0,6,0.00,1,16.67
2020-01-12 00:00:00,310000,310100,300400,9,62,62,58,4,0,100.00,16,46,25.81,15,24.19
2020-01-13 00:00:00,310000,310100,200966,2,21,0,0,0,21,0.00,0,21,0.00,0,0.00
2020-01-11 00:00:00,510000,510100,610008,9,4,4,3,1,0,100.00,2,2,50.00,1,25.00
2020-01-13 00:00:00,310000,310100,201912,9,9,7,7,0,2,77.78,6,3,66.67,0,0.00
2020-01-11 00:00:00,310000,310100,200960,9,18,18,15,3,0,100.00,17,1,94.44,5,27.78
2020-01-13 00:00:00,510000,510100,610200,9,124,91,87,4,33,73.39,88,36,70.97,43,47.25
2020-01-11 00:00:00,510000,510100,610008,2,1,1,1,0,0,100.00,0,1,0.00,0,0.00
2020-01-13 00:00:00,310000,310100,200191,2,19,0,0,0,19,0.00,0,19,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,201255,9,28,28,24,4,0,100.00,20,8,71.43,5,17.86
2020-01-13 00:00:00,510000,510100,610200,2,18,0,0,0,18,0.00,0,18,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,200960,2,21,21,21,0,0,100.00,21,0,100.00,0,0.00
2020-01-13 00:00:00,310000,310100,201247,9,14,6,6,0,8,42.86,6,8,42.86,3,50.00
2020-01-11 00:00:00,310000,310100,200202,2,218,216,209,7,2,99.08,161,57,73.85,5,2.31
2020-01-13 00:00:00,310000,310100,201917,2,7,0,0,0,7,0.00,0,7,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,201422,9,85,85,78,7,0,100.00,3,82,3.53,19,22.35
2020-01-13 00:00:00,310000,310100,200247,2,1,0,0,0,1,0.00,0,1,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,201022,9,11,11,11,0,0,100.00,8,3,72.73,3,27.27
2020-01-13 00:00:00,310000,310100,200230,2,2,0,0,0,2,0.00,0,2,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,201247,9,16,16,15,1,0,100.00,4,12,25.00,0,0.00
2020-01-13 00:00:00,310000,310100,200191,9,29,0,0,0,29,0.00,0,29,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,200509,9,118,118,107,11,0,100.00,26,92,22.03,21,17.80
2020-01-13 00:00:00,510000,510100,610471,9,5,0,0,0,5,0.00,0,5,0.00,0,0.00
2020-01-11 00:00:00,510000,510100,610200,9,125,125,120,5,0,100.00,80,45,64.00,58,46.40
